0.0065344,0.0065347,0.0065334,0.0065331,0.0065322,0.0065298,0.0065293,0.0065265,0.0065241,0.0065227,0.0065197,0.0065095,0.0065037,0.0064778,0.0065208,0.0065221,0,0
0.023951,0.023952,0.023949,0.023948,0.023945,0.023938,0.023936,0.023928,0.023921,0.023917,0.023908,0.023878,0.023861,0.023786,0.023912,0.023915,0,0
0.041379,0.041381,0.041375,0.041373,0.041369,0.041358,0.041355,0.041343,0.041331,0.041325,0.04131,0.041262,0.041235,0.041114,0.041316,0.041322,0,0
0.074059,0.07406,0.074053,0.07405,0.074045,0.074029,0.074026,0.074008,0.073992,0.073984,0.073964,0.073898,0.073861,0.073695,0.073972,0.07398,0,0
0.056671,0.056673,0.056668,0.056666,0.056662,0.056652,0.05665,0.056639,0.056628,0.056623,0.05661,0.056567,0.056543,0.056434,0.056615,0.05662,0,0
0.13559,0.13559,0.13558,0.13558,0.13557,0.13555,0.13555,0.13553,0.13551,0.1355,0.13548,0.13541,0.13537,0.13519,0.13549,0.1355,0,0
0.13412,0.13412,0.13412,0.13412,0.13411,0.13411,0.13411,0.1341,0.13409,0.13408,0.13407,0.13404,0.13402,0.13394,0.13408,0.13408,0,0
0.19844,0.19844,0.19844,0.19844,0.19844,0.19844,0.19844,0.19844,0.19845,0.19845,0.19845,0.19845,0.19845,0.19846,0.19845,0.19845,0,0
0.14026,0.14026,0.14027,0.14027,0.14028,0.1403,0.1403,0.14032,0.14034,0.14035,0.14037,0.14045,0.14049,0.14069,0.14036,0.14035,0,0
0.0916,0.091599,0.091603,0.091605,0.091607,0.091615,0.091617,0.091626,0.091634,0.091639,0.091648,0.091681,0.0917,0.091785,0.091645,0.091641,0,0
0.047484,0.047483,0.047487,0.047488,0.04749,0.047497,0.047498,0.047506,0.047512,0.047516,0.047524,0.047552,0.047567,0.047637,0.047522,0.047518,0,0
0.022574,0.022573,0.022575,0.022575,0.022576,0.022579,0.022579,0.022582,0.022585,0.022587,0.02259,0.022602,0.022608,0.022637,0.022589,0.022588,0,0
0.011431,0.011431,0.011432,0.011432,0.011433,0.011435,0.011435,0.011438,0.01144,0.011441,0.011443,0.011451,0.011456,0.011477,0.011443,0.011441,0,0
0.0091061,0.0091045,0.0091113,0.0091132,0.0091182,0.0091317,0.0091346,0.0091499,0.0091639,0.0091714,0.0091884,0.0092463,0.0092785,0.0094235,0.0091816,0.0091747,0,0
0.0022734,0.0022729,0.0022751,0.0022757,0.0022773,0.0022816,0.0022826,0.0022875,0.002292,0.0022944,0.0022998,0.0023184,0.0023287,0.0023753,0.0022976,0.0022954,0,0
0.0045248,0.0045229,0.0045306,0.0045329,0.0045385,0.004554,0.0045573,0.0045747,0.0045908,0.0045994,0.0046192,0.0046864,0.0047235,0.0048911,0.0046101,0.0046027,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
