0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16667,0.13333,0.034483,0.025641,0.015625,0,0,0,0,0,0,0,0,0,0,0,0
1,0.16667,0.13333,0.10345,0.10256,0.015625,0.039216,0.014706,0,0,0,0,0,0,0,0,0,0
0,0.16667,0.2,0.24138,0.28205,0.078125,0.039216,0,0,0,0,0,0,0,0,0,0,0
0,0.33333,0.2,0.10345,0.17949,0.21875,0.098039,0.058824,0.011364,0,0,0,0,0,0,0,0,0
0,0.16667,0.26667,0.24138,0.15385,0.3125,0.29412,0.088235,0.045455,0.02381,0,0,0,0,0,0,0,0
0,0,0,0.2069,0.10256,0.09375,0.13725,0.19118,0.11364,0.047619,0.096774,0,0,0,0,0,0,0
0,0,0,0.068966,0.051282,0.125,0.21569,0.26471,0.22727,0.047619,0.096774,0.090909,0,0,0,0,0,0
0,0,0,0,0.10256,0.09375,0.13725,0.19118,0.32955,0.35714,0.35484,0.36364,0,0,0,0,0,0
0,0,0,0,0,0.015625,0.039216,0.088235,0.21591,0.21429,0.064516,0.18182,0,0,0.33333,0,0,0
0,0,0,0,0,0.03125,0,0.088235,0.045455,0.2619,0.19355,0.090909,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0.014706,0,0.02381,0.16129,0.090909,0.5,0.5,0,0,0,0
0,0,0,0,0,0,0,0,0.011364,0.02381,0.032258,0.090909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.090909,0.25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.33333,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
