0.53279,0.23611,0.13793,0.052632,0.2,0.15385,0.1,0,0.047619,0.16667,0.14286,0.125,0.16667,0.11111,0.33333,0,0,0,0,0,0,0
0.16393,0.34722,0.48276,0.57895,0.3,0.30769,0.2,0,0.47619,0.5,0.28571,0.40625,0.16667,0.33333,0.5,0,0,0,0,0.57143,0,0
0.016393,0.076389,0.13793,0,0.1,0.076923,0.1,0,0.095238,0,0,0.0625,0.083333,0.11111,0,0.33333,0.5,0,0,0.14286,0,0
0.02459,0.055556,0.068966,0.052632,0,0.076923,0,0,0.047619,0,0,0.03125,0.083333,0,0,0,0,0,0,0.14286,0,0
0.016393,0.027778,0,0,0.1,0,0,0,0,0,0,0,0.083333,0,0,0,0.5,0,0.33333,0,0,0
0.016393,0.034722,0,0,0.1,0,0.1,0,0.047619,0,0,0.09375,0,0,0,0,0,0,0,0,0,0
0.02459,0.027778,0,0,0,0.076923,0,0,0,0,0,0.03125,0,0,0,0,0,0,0.33333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040984,0.027778,0.034483,0.052632,0.1,0.076923,0.2,0,0.095238,0,0.14286,0.03125,0,0,0.16667,0.33333,0,0,0,0,0,0
0.016393,0.0069444,0,0.052632,0,0.076923,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0
0.016393,0.013889,0,0,0,0,0,0,0.047619,0,0.28571,0,0.083333,0,0,0,0,0,0,0,0,0
0.057377,0.076389,0.068966,0.10526,0.1,0.076923,0.1,0,0.047619,0.16667,0.14286,0.09375,0,0.11111,0,0,0,0,0,0,0,0
0,0.041667,0,0.052632,0,0,0.1,0,0.047619,0,0,0.03125,0,0.22222,0,0,0,0,0,0,0,0
0.02459,0,0.068966,0,0,0,0.1,0,0.047619,0,0,0,0.083333,0,0,0,0,0,0.33333,0,0,0
0,0.0069444,0,0,0,0.076923,0,0,0,0,0,0.03125,0.083333,0.11111,0,0,0,0,0,0.14286,0,0
0.0081967,0.0069444,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
0.0081967,0.0069444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0081967,0.0069444,0,0.052632,0,0,0,0,0,0,0,0.03125,0.16667,0,0,0.33333,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
